w1,w2,mean_pdr,mean_energy,mean_collision_rate,mean_channel_util,mean_hop_count,reach_rate,mean_battery_remaining,mean_rssi,mean_neighbors,n_valid
0.414,0.586,0.6678924657321422,153.68991683991686,0.3392421547273852,0.3811334072387807,19.374220374220375,0.6611226611226612,62.76692927866889,-119.25668617579005,12.617556374894129,481
0.423,0.577,0.6839502796097424,156.21808731808736,0.33949095328980966,0.37470949811711907,19.719334719334718,0.6444906444906445,62.06137017497566,-119.18979447184108,12.167521440583728,481
0.432,0.568,0.7107260258784203,133.78174273858923,0.3313834046116248,0.36569382582420523,17.452282157676347,0.6514522821576764,62.318058475605305,-119.05015936746214,11.417819304867459,482
0.441,0.559,0.7035025426180862,129.95348101265824,0.32754431507620707,0.36779771321913063,17.17721518987342,0.609704641350211,65.40260495366569,-119.5161328859325,11.022279743577723,474
0.45,0.55,0.7087451076372432,135.12730125523015,0.31857888345667384,0.35854628585415876,17.493723849372383,0.6317991631799164,62.346968639115275,-118.87083035440193,11.202516156354712,478
0.459,0.541,0.7092133590821122,144.0593220338983,0.32202198068396126,0.3661087275274353,18.940677966101696,0.6588983050847458,65.39799355099457,-119.52970055545252,11.534791560059249,472
0.468,0.532,0.7002168309158427,148.36585623678647,0.334560902199694,0.3725084275083549,18.97463002114165,0.6680761099365751,62.581910687956466,-118.82056932952236,11.918083277155695,473
0.477,0.523,0.7031370257278005,143.49968017057572,0.3316445823860768,0.3672318256099024,18.6545842217484,0.6417910447761194,62.13836588589726,-118.31630647555244,11.321461074439494,469
0.486,0.514,0.6662140217293806,151.16780538302282,0.3455697297116069,0.39843576355413296,19.20703933747412,0.6666666666666666,62.71354226399576,-118.32357847824082,12.419924935092812,483
0.495,0.505,0.703420581979269,134.5282105263158,0.31996593912579546,0.368307052618341,17.58736842105263,0.6294736842105263,64.35950780739923,-119.71270143561385,11.037876512186513,475
0.505,0.495,0.7063370915671386,140.85790020790023,0.3328998376680682,0.3720327081643937,18.41995841995842,0.6694386694386695,62.527545375827366,-119.01251290497471,11.553991334238336,481
0.514,0.486,0.6960761307407899,143.84460580912864,0.3349116312385551,0.3692872268057625,18.66804979253112,0.6244813278008299,63.11655260765182,-118.82407493257935,11.4562033388443,482
0.523,0.477,0.6845154074881713,143.34347368421058,0.3252867693371704,0.3738275839690385,18.41894736842105,0.6210526315789474,66.44008219824886,-118.33456169433995,11.527722115557163,475
0.532,0.468,0.6889032766732762,146.81873661670238,0.33618419928593307,0.37092265405822394,18.822269807280513,0.6402569593147751,63.6950465277708,-118.78575312278082,11.829618239497993,467
0.541,0.459,0.6770119228810227,148.23430353430356,0.3389267173715775,0.37243901275155383,18.91891891891892,0.6694386694386695,63.13843307157131,-118.7661869425347,12.006224190775598,481
0.55,0.45,0.7009026498377854,144.34343750000002,0.3336357037825656,0.3694488550263887,18.48125,0.6354166666666666,62.16109191636193,-118.05108571321514,11.441359287009284,480
0.559,0.441,0.6806727136671046,149.8430379746836,0.3378820272862519,0.3798952768017319,19.185654008438817,0.6329113924050633,63.964946647494024,-118.15102546278824,11.983727518243017,474
0.568,0.432,0.7034774127426152,124.32907949790797,0.3254813377618302,0.35505728498347805,16.376569037656903,0.6527196652719666,64.29800096511998,-118.93293563252286,10.912609934609113,478
0.577,0.423,0.7047981424682261,134.09234042553194,0.33185240452056425,0.36681973243977767,17.340425531914892,0.648936170212766,63.3748049807889,-117.71902227403149,11.095683345097667,470
0.586,0.414,0.6985841900335097,136.4299582463466,0.3366281981332209,0.36501739897243407,17.68267223382046,0.6388308977035491,63.92815003565654,-119.96235057192143,11.430614523989696,479
0.595,0.405,0.7004971910698302,139.44035639413,0.3344747729634984,0.3625450110842575,18.062893081761008,0.6540880503144654,62.73068620220302,-119.17921553846666,11.07802505817709,477
0.605,0.395,0.6879934673889645,152.20535714285717,0.34081941146902667,0.37708304867494463,19.44747899159664,0.615546218487395,64.93276366135011,-118.13536349254339,11.767597082999798,476
0.614,0.386,0.6982153107440188,140.3088235294118,0.3205576299167928,0.37775145069097577,18.063025210084035,0.6218487394957983,64.92293005307491,-117.91320786199748,11.322592328247548,476
0.623,0.377,0.6900738971074266,143.26083333333335,0.343226384385259,0.37642832752489647,18.479166666666668,0.6541666666666667,63.48725140946045,-117.50590660623918,11.716979058399788,480
0.632,0.368,0.6964523339770736,142.51642561983473,0.3336241203655538,0.36941059590661857,18.305785123966942,0.6239669421487604,62.76483329265071,-118.45265483017776,11.86341096063944,484
0.641,0.359,0.6966431517037102,132.6703933747412,0.33265517152213525,0.3693766386085733,17.180124223602483,0.6128364389233955,64.64435508921547,-118.20975342910376,11.26082718448953,483
0.65,0.35,0.7104567069483324,130.7745798319328,0.32832591694849106,0.3646059971534777,17.23739495798319,0.657563025210084,62.5215527884727,-118.78641647587888,11.09396822426831,476
0.659,0.341,0.7213024599755311,136.46553911205078,0.3193947304943329,0.3575692425728825,17.64059196617336,0.6405919661733616,63.01903976947808,-117.8749407018839,11.319456984501889,473
0.668,0.332,0.6774290384811744,144.4094339622642,0.34249321817064904,0.37528634850008935,18.266247379454928,0.6519916142557652,65.22819100439071,-117.16945187505219,12.051154389044608,477
0.677,0.323,0.7025447207732927,143.40623700623706,0.32692715140099704,0.36448311292627056,18.71101871101871,0.6216216216216216,64.33092141477535,-118.77843836319211,11.142162083792405,481
0.686,0.314,0.7060834639313126,135.82761506276154,0.32898362937489417,0.36163953265916615,17.832635983263597,0.6673640167364017,63.816641058949976,-118.03224121399663,11.100295756486648,478
0.695,0.305,0.712528304527448,147.40453608247424,0.32657485445066814,0.3624464431486171,19.15257731958763,0.6762886597938145,62.88988958807215,-118.3825936608058,11.173511880310746,485
0.705,0.295,0.7090543128615145,137.66821052631582,0.3253598674944792,0.36190385496168687,17.728421052631578,0.6294736842105263,63.709693277716255,-118.29158478243912,11.373433912153915,475
0.714,0.286,0.6813348942394531,142.77072916666668,0.3324683376309305,0.38427537523154703,18.3,0.6145833333333334,61.90249351932889,-117.11332177673063,12.078798350393306,480
0.723,0.277,0.7116015102468669,130.83392116182574,0.3246732564695806,0.36065525197595666,17.010373443983404,0.6452282157676349,62.38220534307579,-117.74962579200964,10.918237334047609,482
